,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Stress_Level (1-10),Sleep_Hours_per_Night,Grade
1381,0,19,94.21,54.35,59.99,52.16,92.06,8.3,90.3,55.07,5.9,0,1,9,5.1,1
1382,1,19,85.43,61.4,86.31,65.38,59.78,1.29,67.62,75.86,19.9,0,1,4,8.3,1
1383,1,21,78.37,46.15,65.5,82.07,85.2,0.71,95.4,60.13,15.6,0,1,9,6.1,1
1384,1,18,59.72,86.8,87.65,,86.89,4.66,70.22,81.5,20.4,1,0,6,4.4,2
1385,0,24,88.58,79.75,59.49,73.11,62.59,1.03,82.4,85.52,24.6,1,1,5,6.4,1
1386,0,18,72.81,67.14,85.22,54.89,63.48,1.46,93.03,85.71,9.9,0,1,5,6.2,2
1387,0,22,91.99,76.72,67.27,56.36,57.89,5.26,78.42,78.74,18.5,0,1,2,5.9,1
1388,1,19,58.75,57.22,46.75,60.85,55.74,6.89,88.63,74.87,17.4,0,1,5,5.0,2
1389,1,22,94.32,94.29,96.5,62.66,99.23,1.46,89.6,62.77,25.1,0,1,3,5.0,1
1390,1,19,59.46,99.81,56.39,83.35,54.57,1.26,78.78,88.56,23.4,0,1,4,8.1,2
1391,0,21,58.61,98.06,50.07,57.23,70.75,9.71,83.43,95.59,23.6,0,1,9,8.6,2
1392,0,18,76.54,57.44,86.05,67.85,57.73,5.09,57.92,56.13,10.1,0,1,5,5.2,3
1393,0,22,75.11,85.27,99.85,86.75,65.99,6.32,59.45,65.69,13.3,0,1,5,6.5,1
1394,1,18,86.12,86.68,86.75,74.67,97.81,7.48,67.84,90.46,27.7,0,1,10,6.6,1
1395,0,24,58.14,94.81,70.11,74.69,82.52,7.51,81.7,50.23,6.1,0,1,2,4.9,2
1396,1,23,69.28,97.83,72.67,75.89,70.49,2.21,63.95,83.89,16.9,1,1,3,5.1,2
1397,0,21,55.89,81.59,58.63,89.84,56.12,1.64,73.01,82.47,25.2,0,1,10,6.5,3
1398,1,23,66.21,89.41,42.36,50.38,83.56,5.81,61.0,88.57,27.8,0,1,7,7.4,1
1399,1,19,50.48,97.4,57.17,72.83,94.42,6.58,88.95,74.04,6.9,0,1,9,6.4,2
1400,0,24,93.88,85.6,46.1,88.14,58.36,2.42,66.15,73.62,17.5,0,1,5,6.6,1
1401,1,19,62.05,94.09,63.6,,72.91,4.66,76.92,74.16,25.8,1,1,6,8.2,2
1402,1,22,66.0,45.76,42.44,63.86,71.8,9.58,54.14,96.74,26.7,0,1,7,8.5,2
1403,0,22,92.14,76.52,81.95,94.85,58.07,3.52,54.44,72.46,21.4,1,1,7,5.3,1
1404,0,22,52.87,48.34,60.11,99.24,63.46,0.23,75.01,82.05,13.6,1,1,7,5.3,2
1405,1,22,97.86,53.28,68.83,,58.74,0.53,52.46,96.41,21.5,0,1,6,7.6,1
1406,1,19,85.65,99.29,75.58,60.66,87.97,0.2,66.19,82.06,7.3,0,1,9,6.2,1
1407,1,18,81.64,69.73,97.7,72.25,84.32,8.91,83.38,67.59,9.0,1,1,5,8.9,1
1408,0,18,79.46,53.86,79.89,83.46,67.65,6.31,70.38,86.6,23.8,0,0,6,5.5,1
1409,0,20,76.28,71.54,88.23,,75.63,9.96,93.47,82.12,26.9,0,1,9,6.5,1
1410,0,19,57.27,76.61,41.44,72.41,75.06,4.58,56.54,53.14,25.4,0,1,4,8.3,3
1411,0,23,97.33,56.5,70.25,89.05,67.28,9.51,70.77,82.33,7.1,0,1,5,5.1,1
1412,0,24,70.43,62.6,96.76,59.78,73.75,5.07,92.23,86.92,8.3,0,1,2,7.6,1
1413,1,18,86.67,99.56,93.48,56.26,50.4,2.5,87.19,80.5,15.5,0,1,8,5.5,1
1414,0,21,87.22,43.21,54.96,56.81,96.59,4.7,68.86,85.23,7.2,1,0,3,7.0,1
1415,1,21,87.67,78.14,60.32,76.75,76.96,3.68,50.67,98.62,18.9,1,1,7,6.9,1
1416,0,23,96.89,50.08,92.08,90.32,54.42,6.68,79.83,91.05,20.3,1,1,2,4.8,1
1417,1,24,97.98,70.96,48.59,,77.74,4.46,82.65,98.12,13.4,1,1,3,6.1,1
1418,1,18,92.73,41.2,55.45,84.47,75.28,6.77,74.94,81.97,6.3,0,0,2,4.8,1
1419,0,22,51.61,78.68,67.18,71.42,71.01,4.28,76.45,82.05,16.8,0,1,8,6.0,2
1420,0,23,66.33,55.3,41.65,81.46,60.51,5.47,83.36,67.17,14.2,0,1,2,7.3,1
1421,0,20,64.58,56.57,96.13,67.14,73.12,9.53,81.45,94.53,27.7,0,1,4,6.0,3
1422,1,19,61.99,96.74,84.53,92.07,54.06,1.89,98.06,53.07,29.8,0,1,9,5.6,1
1423,1,18,77.37,87.58,78.44,,66.31,5.63,71.78,61.47,24.2,0,1,5,6.5,2
1424,0,19,82.55,93.04,77.15,56.13,55.11,9.12,66.76,58.73,7.0,1,1,1,4.1,2
1425,1,21,65.99,52.12,66.16,82.83,99.77,0.82,86.58,54.37,28.9,0,0,6,5.2,2
1426,1,18,69.33,53.88,47.73,87.85,68.41,5.99,50.16,67.12,12.8,1,1,7,6.8,1
1427,0,22,99.31,55.05,98.17,62.92,92.34,2.36,84.38,93.21,27.9,0,0,6,8.1,1
1428,1,24,57.75,83.19,94.37,79.19,93.77,5.97,68.27,59.8,7.9,0,1,4,6.5,2
1429,0,21,84.98,99.62,53.18,86.83,58.1,7.45,70.8,87.95,17.5,0,1,7,4.8,1
1430,1,21,78.98,52.88,98.27,59.86,91.49,2.33,51.7,59.4,21.2,0,1,1,5.5,3
1431,0,23,,74.71,53.72,57.5,70.09,0.36,97.12,65.66,18.7,0,1,1,8.2,3
1432,0,20,81.38,44.03,53.55,95.38,98.08,7.52,96.26,97.43,11.3,0,1,8,9.0,2
1433,1,23,53.76,98.97,60.33,,98.1,4.89,78.37,76.41,6.7,0,1,8,6.8,2
1434,0,24,53.73,91.0,75.32,62.03,97.22,3.84,55.24,59.02,17.8,0,1,2,9.0,2
1435,0,22,87.46,76.56,56.76,60.86,85.34,5.48,58.41,85.94,14.2,0,1,1,7.1,1
1436,1,19,86.55,71.06,41.14,79.26,71.24,6.85,88.88,54.59,26.6,1,1,7,5.1,1
1437,1,18,83.01,76.47,97.78,71.9,83.74,7.75,87.74,50.69,22.2,0,1,1,6.8,3
1438,1,22,58.7,48.04,54.46,,71.73,6.1,54.07,52.63,23.7,0,1,3,8.6,2
1439,1,24,94.11,85.54,95.14,50.45,63.6,3.76,64.68,99.33,19.9,0,1,4,5.1,1
1440,0,22,82.54,98.5,53.43,88.91,71.71,8.09,50.38,51.47,22.6,0,1,3,8.1,3
1441,1,19,85.3,44.65,72.77,,81.29,2.59,50.8,78.39,19.9,0,1,4,8.5,1
1442,1,21,62.28,40.81,80.84,75.6,82.28,7.54,98.93,54.7,19.3,0,1,10,8.1,2
1443,0,20,86.93,86.27,46.25,,70.26,9.76,96.68,91.3,16.8,0,1,8,7.8,1
1444,0,24,95.15,48.32,67.37,95.57,54.87,9.16,95.71,64.85,22.4,0,1,6,5.7,1
1445,1,22,56.52,68.61,46.16,51.12,87.66,1.42,53.36,82.95,24.2,0,1,4,5.3,2
1446,1,18,85.61,76.21,85.65,89.29,54.34,9.39,50.12,65.42,12.2,0,1,5,8.6,1
1447,1,18,55.44,55.96,56.98,95.56,85.43,5.47,91.98,68.42,16.3,0,1,5,6.2,2
1448,0,19,82.19,91.21,83.3,94.42,67.07,1.37,56.35,52.58,29.4,0,1,7,7.0,3
1449,0,23,97.37,69.9,63.3,71.13,50.99,6.34,51.39,93.28,10.2,0,1,6,8.9,1
1450,1,21,56.55,92.95,60.05,79.51,92.52,9.0,62.25,89.98,14.7,0,1,4,4.8,2
1451,1,22,64.26,82.42,97.44,,77.22,5.86,65.21,66.63,11.5,1,1,9,7.5,2
1452,1,19,57.21,45.13,42.35,80.31,58.6,0.21,83.59,88.88,29.7,0,1,10,5.7,2
1453,0,19,68.68,74.46,47.76,50.04,99.55,3.85,68.45,89.88,17.2,1,1,5,7.6,2
1454,1,18,62.19,60.53,82.3,70.71,56.88,7.3,57.46,80.35,24.1,1,1,8,6.7,3
1455,0,24,65.73,76.56,69.58,62.75,99.36,0.26,94.46,80.11,24.4,1,1,8,7.6,2
1456,1,24,71.7,58.03,77.93,93.71,93.37,5.34,79.44,50.17,10.3,1,1,1,6.9,2
1457,1,21,,95.4,44.44,84.66,82.65,0.41,65.54,85.11,24.4,0,1,8,7.2,3
1458,0,24,87.28,56.72,60.26,66.69,73.52,1.62,78.52,82.79,19.7,0,1,3,6.6,1
1459,0,23,71.16,90.81,90.0,77.36,79.27,3.04,93.0,95.4,15.3,0,1,8,4.2,3
1460,1,21,77.74,44.38,97.24,93.13,80.42,2.89,55.63,87.63,21.2,0,1,1,5.5,2
1461,1,21,71.87,55.79,99.09,59.61,90.19,0.74,82.0,73.72,10.9,1,1,7,4.9,1
1462,0,23,66.8,93.65,75.4,71.45,68.0,2.32,71.78,55.29,28.9,0,1,10,7.9,1
1463,1,24,64.29,82.34,94.35,52.78,91.53,5.83,72.19,89.79,27.4,0,1,2,5.4,1
1464,0,23,64.94,91.8,82.03,64.98,86.65,8.12,54.23,90.24,8.7,0,1,9,8.5,1
1465,1,21,78.67,61.76,63.03,,58.15,8.99,92.19,84.62,27.1,0,1,2,7.9,2
1466,1,18,,55.65,77.03,84.3,96.35,6.79,57.61,61.96,16.9,0,1,6,7.3,3
1467,0,21,70.98,80.12,89.96,,74.92,9.9,69.92,87.79,11.2,0,1,4,5.5,2
1468,1,19,86.04,77.76,55.68,64.74,73.52,0.9,88.87,59.83,26.0,0,1,9,8.4,1
1469,0,19,67.79,66.74,65.86,96.74,91.33,4.89,61.76,69.05,16.9,0,1,9,8.8,1
1470,0,24,,72.29,73.97,60.93,60.69,5.98,90.85,82.97,5.4,0,1,3,7.8,3
1471,1,22,83.64,43.93,40.72,,97.49,1.27,77.75,85.65,9.5,1,1,2,8.2,3
1472,1,20,63.25,85.72,49.41,59.77,83.62,9.3,84.53,89.3,22.8,1,1,4,8.5,3
1473,0,19,,40.78,79.57,68.87,72.52,1.67,54.3,95.03,27.1,0,1,7,6.1,2
1474,0,23,98.46,55.94,45.46,64.72,61.98,0.97,55.03,84.33,5.4,1,1,4,7.7,1
1475,0,24,55.11,71.05,61.7,52.21,90.59,3.44,74.66,59.36,22.4,0,1,1,5.3,3
1476,0,18,92.9,49.37,78.14,63.02,97.46,6.01,77.83,99.84,6.6,1,1,8,6.0,1
1477,0,21,55.91,78.12,80.11,87.79,61.95,1.19,58.61,73.77,22.7,1,1,5,6.3,3
1478,1,20,,44.44,86.36,75.95,79.03,8.14,81.23,96.7,18.9,0,1,7,7.9,2
1479,0,20,95.04,69.93,97.04,71.63,67.31,9.95,66.86,93.22,29.8,0,1,1,5.8,1
1480,1,20,76.8,81.19,68.79,91.96,55.21,7.7,86.93,64.71,5.6,1,1,7,6.6,1
1481,0,23,57.41,64.29,97.14,90.73,98.0,6.54,53.65,83.41,16.6,0,1,4,7.6,3
1482,0,18,,57.78,40.83,50.75,73.61,9.13,92.24,94.33,16.0,0,0,5,5.9,3
1483,1,19,67.69,60.86,86.29,84.35,89.81,5.66,56.44,54.05,27.5,0,1,6,6.7,3
1484,0,23,54.21,73.8,70.26,56.22,94.65,5.53,97.14,50.28,15.6,0,0,5,4.2,2
1485,0,24,69.56,96.28,70.76,92.36,67.17,4.28,54.17,66.45,14.4,1,1,3,8.4,3
1486,1,24,97.7,44.79,78.35,51.7,70.71,7.25,87.41,78.04,24.8,1,1,7,4.7,1
1487,0,21,,58.07,69.92,,51.41,7.92,56.62,71.72,11.1,0,1,4,5.1,3
1488,1,24,,75.57,59.57,56.57,83.01,0.52,58.28,60.71,15.1,0,1,8,6.5,2
1489,1,19,89.22,59.78,45.92,75.22,75.46,1.98,67.28,87.5,19.4,0,1,9,8.1,1
1490,0,20,55.32,81.08,89.36,59.11,83.34,1.59,71.22,97.73,24.8,0,1,10,4.3,2
1491,1,23,96.68,75.81,70.99,76.58,82.96,4.2,56.29,89.56,26.8,0,1,6,4.7,1
1492,0,24,70.24,58.65,54.41,75.22,53.5,9.61,57.98,70.48,8.7,0,0,4,4.0,2
1493,0,20,75.31,85.23,43.11,82.26,55.1,2.37,50.03,64.07,20.8,0,1,10,4.2,1
1494,0,20,57.69,89.62,90.49,76.08,61.78,0.38,68.43,82.23,15.6,1,1,10,7.9,2
1495,0,24,86.11,82.83,42.54,61.26,69.26,1.54,90.96,80.26,28.5,0,1,7,5.0,1
1496,0,20,75.02,59.88,98.29,,53.47,7.36,56.49,71.01,28.3,0,1,2,7.8,1
1497,0,20,96.23,48.44,98.27,55.66,69.52,2.05,99.89,79.75,8.3,1,1,6,8.8,1
1498,1,18,57.48,64.34,61.27,66.33,74.22,8.6,60.41,96.15,20.7,0,0,7,4.9,3
1499,0,19,50.83,95.23,90.07,,77.02,7.62,61.24,86.39,26.2,0,1,3,8.0,2
1500,1,19,58.17,78.04,69.49,84.22,73.04,2.23,56.07,95.1,9.6,0,1,4,5.4,2
1501,0,21,67.26,46.84,85.28,88.55,87.22,8.93,79.19,54.75,20.7,1,1,1,4.0,1
1502,0,18,51.65,81.17,72.87,58.56,86.29,2.43,83.21,82.22,11.1,0,1,6,8.4,3
1503,0,21,78.62,68.32,74.55,73.3,98.5,2.13,62.9,62.2,12.5,0,1,10,4.8,2
1504,0,21,62.56,40.58,80.8,92.96,74.62,4.66,65.89,61.56,22.9,0,1,1,8.7,2
1505,1,20,69.44,79.34,48.27,86.34,79.9,9.26,74.93,51.77,5.2,1,1,1,4.2,2
1506,0,22,97.7,62.71,62.95,82.36,85.71,5.56,87.25,92.1,24.9,0,1,3,4.8,1
1507,1,23,98.22,47.15,85.39,97.6,57.97,6.07,68.16,81.1,5.7,0,1,7,8.2,1
1508,1,23,57.73,52.68,85.27,94.24,79.71,3.02,98.54,99.96,23.3,0,1,5,6.1,2
1509,1,18,60.19,42.41,56.96,81.0,94.79,3.68,71.1,74.39,7.6,0,1,10,8.1,2
1510,0,22,71.53,84.92,91.19,60.39,81.08,7.5,87.73,93.03,10.5,0,0,4,4.5,1
1511,1,21,80.2,68.48,93.03,,71.25,7.95,77.74,50.7,10.5,0,1,7,8.5,2
1512,1,24,78.86,97.76,63.2,84.17,86.28,3.93,84.91,99.7,26.6,0,1,7,7.3,3
1513,0,22,85.47,44.76,43.59,99.48,98.19,6.41,87.71,92.48,30.0,0,1,6,5.0,1
1514,0,22,97.93,85.68,41.15,66.3,68.01,3.93,79.79,72.62,9.6,0,1,6,5.1,1
1515,1,19,60.13,72.78,45.92,81.37,54.75,2.89,95.63,80.79,25.7,0,1,4,8.9,3
1516,0,22,92.1,43.01,74.36,59.6,53.77,1.23,85.45,81.56,11.8,0,1,9,6.0,1
1517,0,21,99.9,77.82,53.58,71.38,53.93,0.97,71.42,75.32,14.3,0,0,2,4.1,1
1518,1,18,70.47,46.64,40.42,62.41,76.47,5.55,53.94,84.68,25.6,1,1,7,7.7,1
1519,1,22,79.77,77.68,41.46,,81.6,1.09,74.59,67.96,9.1,0,1,3,8.2,2
1520,1,24,65.9,96.08,73.63,93.53,89.88,7.26,52.0,52.39,13.3,0,1,8,5.1,2
1521,1,22,98.57,40.59,45.24,69.07,56.58,2.57,81.47,68.55,10.7,0,1,8,6.8,1
1522,1,23,59.41,83.61,69.27,96.56,91.55,1.03,56.44,54.81,19.0,0,0,9,8.5,2
1523,1,24,56.93,70.74,51.35,65.14,93.35,9.49,83.88,83.98,26.1,0,1,3,4.8,2
1524,0,19,89.49,79.12,68.54,91.91,91.45,9.32,62.06,61.9,17.6,0,1,10,7.7,1
1525,0,19,75.77,64.44,87.26,69.36,87.15,6.77,84.56,57.24,13.3,1,1,8,8.0,1
1526,0,19,85.92,81.05,55.63,92.16,63.16,8.46,84.24,76.55,29.5,1,1,2,4.8,1
1527,1,19,56.82,68.29,56.64,84.28,96.0,2.88,82.24,99.25,23.3,0,1,8,7.5,3
1528,0,23,85.28,89.37,70.55,60.19,96.55,6.93,52.18,51.57,26.7,0,0,8,5.6,1
1529,1,20,,43.29,75.15,78.55,84.37,2.79,56.85,67.4,22.6,1,1,10,8.7,1
1530,0,23,,79.3,40.48,68.13,64.29,0.66,79.33,96.36,28.5,1,1,5,6.5,1
1531,1,21,53.0,94.8,80.03,88.79,60.14,4.96,84.35,76.23,26.6,0,0,9,5.7,3
1532,1,20,87.48,98.0,90.12,90.38,81.01,6.52,79.72,63.75,24.7,0,1,3,7.8,1
1533,1,20,91.64,99.21,79.02,77.16,55.95,6.89,53.04,86.32,26.6,0,1,6,5.6,1
1534,1,18,85.83,94.74,79.63,59.88,80.39,4.73,56.24,90.69,24.8,0,1,7,8.0,1
1535,0,24,92.88,71.68,76.98,82.15,77.17,3.81,91.71,69.86,6.1,1,1,2,4.0,1
1536,1,21,64.35,84.85,70.6,95.2,89.48,6.48,76.7,89.93,23.5,0,1,5,7.0,2
1537,0,20,,43.74,40.13,82.33,79.87,2.99,69.93,98.91,29.5,0,1,1,8.9,2
1538,0,21,80.52,64.13,52.88,84.55,92.47,4.61,50.26,90.0,16.1,0,1,8,8.9,2
1539,1,22,59.52,91.27,87.17,51.35,71.38,7.16,73.54,73.2,29.3,1,1,3,6.6,3
1540,1,23,73.08,60.42,43.53,,97.94,6.14,87.9,58.71,15.6,0,1,6,4.3,2
1541,1,21,74.75,53.63,43.71,,67.03,1.16,87.17,74.07,6.5,0,1,2,7.9,1
1542,0,22,89.35,70.84,95.09,84.57,88.45,4.76,93.98,57.75,10.1,0,1,2,5.8,1
1543,0,20,88.12,98.36,62.71,92.4,72.47,3.19,68.71,59.13,28.4,0,1,1,6.3,1
1544,1,20,89.23,89.39,52.58,,73.74,6.93,63.7,61.57,14.8,0,1,9,7.3,1
1545,0,21,90.02,86.69,86.04,71.4,77.05,0.27,81.23,92.52,7.0,0,1,1,4.3,1
1546,0,18,95.15,93.15,73.96,98.24,76.96,1.77,91.96,57.03,29.0,0,1,8,5.4,1
1547,1,20,66.42,63.61,96.24,94.75,87.2,9.32,73.46,99.9,19.1,1,1,3,6.4,2
1548,0,20,65.19,49.04,66.0,58.95,97.22,9.72,81.66,93.3,14.3,0,1,3,4.9,2
1549,1,23,,63.24,53.58,52.13,82.9,6.41,66.37,86.11,8.8,1,1,8,7.9,2
1550,0,18,51.13,75.22,59.76,88.45,91.68,9.42,97.08,55.87,9.2,0,1,6,8.7,3
1551,1,23,76.28,85.85,71.05,68.91,69.44,9.15,64.78,96.71,16.3,0,1,6,4.3,1
1552,0,18,61.05,50.51,70.57,84.53,72.26,0.7,51.54,57.92,26.3,0,1,1,4.9,2
1553,0,23,80.9,88.79,58.16,55.28,93.3,0.38,94.7,87.97,5.9,0,1,7,8.4,3
1554,1,24,53.1,72.81,41.56,,87.61,7.13,95.12,67.61,11.5,0,1,1,4.4,3
1555,0,24,67.16,48.73,50.7,57.97,78.72,0.06,72.04,95.41,11.9,0,1,9,7.4,1
1556,0,22,74.09,43.99,63.09,95.63,87.28,9.96,86.22,66.55,8.5,0,1,1,6.1,2
1557,1,21,71.94,75.43,71.56,69.33,60.16,0.85,61.21,79.81,16.2,1,1,5,7.5,3
1558,1,23,,75.17,47.13,84.25,83.14,0.7,85.97,88.28,26.8,0,1,9,4.0,1
1559,0,19,93.52,98.13,54.02,94.46,72.77,7.16,71.9,70.66,9.6,1,1,9,4.7,1
1560,0,23,89.53,57.45,81.94,90.59,79.31,8.61,75.53,76.74,24.9,1,1,2,6.9,1
1561,1,19,76.15,65.43,98.44,67.72,64.46,8.89,97.17,76.43,21.6,1,1,5,5.4,1
1562,0,18,87.76,66.4,79.39,51.48,65.17,6.3,83.3,53.19,17.4,1,1,9,8.7,1
1563,1,18,84.34,45.71,41.52,91.52,63.26,4.18,81.03,68.3,21.2,1,1,7,8.9,2
1564,1,22,83.18,40.32,98.96,90.16,97.54,3.21,50.61,88.09,8.4,0,1,5,5.1,3
1565,1,23,67.44,66.78,58.68,82.16,74.83,8.72,71.68,71.2,19.5,0,1,2,4.6,3
1566,0,20,87.07,86.71,76.99,66.59,88.07,6.03,93.63,91.22,20.4,0,1,8,7.7,1
1567,1,21,81.48,98.54,41.66,64.5,76.73,3.85,60.06,60.4,21.4,1,1,10,4.2,3
1568,1,19,57.17,41.9,67.55,93.65,71.3,6.43,93.11,56.85,23.4,0,1,5,7.5,3
1569,0,18,71.61,91.09,47.94,66.31,95.45,9.96,66.34,75.7,8.9,0,0,4,6.7,1
1570,0,21,60.87,48.48,77.73,71.14,92.05,0.55,81.19,84.08,13.3,0,1,7,4.4,1
1571,1,21,51.09,88.15,60.04,89.12,80.21,6.09,55.17,86.52,11.4,0,1,5,8.2,2
1572,0,21,80.13,88.46,85.23,64.12,69.33,4.17,99.19,89.35,25.3,1,1,8,8.4,1
1573,1,20,96.04,64.62,77.4,55.81,74.18,5.33,54.05,87.61,10.6,0,1,7,7.3,1
1574,1,24,78.53,54.93,97.55,53.98,68.01,1.24,90.19,77.81,8.7,0,1,8,4.6,2
1575,1,24,,43.56,41.63,78.37,60.64,5.38,64.06,90.26,18.0,0,1,7,8.9,1
1576,1,22,69.58,98.55,45.61,76.35,91.57,1.91,67.45,59.08,11.2,0,1,5,7.6,3
1577,0,21,76.1,45.28,43.71,59.0,54.37,2.84,51.28,66.56,14.5,0,1,10,8.0,1
1578,1,18,65.97,94.26,69.67,84.29,56.67,6.18,59.17,89.3,9.4,0,1,6,8.9,1
1579,0,23,89.04,63.53,98.9,79.7,51.42,3.83,69.61,53.96,16.2,0,1,9,7.5,1
1580,0,21,78.85,52.49,95.11,90.46,85.27,1.19,82.43,99.51,7.4,0,1,8,7.5,1
1581,1,23,57.84,82.08,59.86,,71.06,2.76,58.92,96.87,29.7,0,1,9,5.2,2
1582,0,23,,51.0,53.34,87.65,61.71,7.99,57.11,70.49,30.0,0,1,9,7.7,1
1583,0,21,74.18,96.56,46.39,90.14,88.43,7.05,74.47,53.97,22.3,0,1,10,7.9,2
1584,1,22,88.99,48.72,62.81,52.02,91.5,7.4,62.26,81.15,26.9,1,1,6,4.2,1
1585,0,22,98.46,94.09,42.6,87.67,61.99,1.61,83.6,66.87,9.7,0,1,3,7.6,1
1586,1,23,79.72,60.69,90.69,53.38,74.34,5.0,76.21,50.66,26.5,1,1,8,7.9,2
1587,1,20,51.52,44.94,80.32,94.0,73.63,4.82,54.02,70.25,24.2,0,1,4,4.3,2
1588,0,21,85.76,45.9,47.74,83.52,76.57,5.11,73.98,77.71,11.2,0,1,5,4.6,1
1589,0,22,79.06,41.84,66.41,79.64,80.4,1.73,52.81,92.4,25.5,0,1,1,6.6,2
1590,1,20,,92.22,55.77,94.1,83.16,4.56,87.51,57.31,11.1,0,1,6,6.7,1
1591,1,24,82.2,58.49,44.18,55.78,69.57,7.65,62.75,63.86,11.8,1,1,10,7.6,1
1592,1,24,59.96,84.0,83.36,80.78,69.71,8.65,75.25,85.98,14.2,0,1,3,4.1,2
1593,0,20,61.14,45.44,94.79,58.59,60.73,1.42,89.71,84.42,5.6,1,0,3,8.9,2
1594,0,18,94.21,47.47,76.27,73.37,83.01,1.11,79.04,84.74,24.1,1,1,8,8.0,1
1595,0,18,92.4,87.46,54.78,59.27,82.98,9.45,58.63,70.83,25.3,0,1,9,5.6,1
1596,0,24,81.6,44.8,75.08,91.32,80.87,8.46,84.08,62.66,13.5,0,1,4,4.2,2
1597,1,23,89.47,82.45,76.12,99.29,89.44,7.93,98.54,61.87,23.2,0,0,1,6.7,1
1598,0,19,88.79,58.31,94.94,57.94,67.63,7.72,53.48,68.83,20.8,0,0,3,7.9,1
1599,1,24,60.61,77.12,57.5,84.12,54.87,7.62,53.13,88.89,16.8,0,1,9,8.6,2
1600,1,18,52.39,94.58,82.64,58.59,80.91,2.76,89.59,67.83,11.9,0,1,1,8.2,2
1601,0,21,80.65,43.3,41.28,61.46,53.5,1.44,91.0,60.15,13.2,0,1,4,7.8,1
1602,1,21,89.11,69.87,89.14,69.94,57.31,8.5,67.35,91.79,11.2,0,1,3,8.4,1
1603,0,21,,50.66,72.99,54.35,68.21,4.28,96.39,67.24,5.1,0,1,6,4.8,1
1604,0,21,76.14,43.55,94.58,78.88,50.29,6.56,77.95,82.42,28.3,0,1,5,8.5,1
1605,0,21,66.37,55.66,72.4,57.96,54.14,6.81,54.1,78.39,13.3,0,1,8,8.2,1
1606,0,19,87.51,63.67,42.59,67.28,75.91,1.77,64.61,81.12,25.9,0,1,7,8.2,1
1607,0,24,72.2,73.5,47.01,96.78,51.26,2.15,52.72,58.34,16.4,0,1,9,8.0,2
1608,1,24,84.55,52.16,90.17,86.79,91.15,2.89,52.13,64.37,8.9,1,0,10,7.9,1
1609,1,18,60.48,72.94,53.65,92.62,72.35,8.51,67.56,69.97,13.9,0,1,10,4.5,3
1610,0,19,70.53,60.88,82.57,76.09,56.05,3.08,56.11,60.34,13.5,0,1,6,6.5,2
1611,0,21,92.34,41.52,58.54,,52.89,5.44,98.11,81.39,20.0,0,1,9,6.9,1
1612,1,19,90.47,94.82,74.33,94.77,92.4,4.2,59.04,87.44,16.9,0,1,1,6.1,1
1613,1,20,86.35,44.52,57.75,,87.33,7.7,85.98,61.66,9.0,0,1,6,8.3,1
1614,1,21,50.91,55.55,46.28,75.2,54.81,2.14,93.4,73.87,28.9,1,1,4,8.3,3
1615,1,21,86.52,89.9,43.57,53.42,66.81,4.19,70.13,92.08,16.7,0,1,8,5.9,1
1616,0,23,84.47,67.23,40.57,83.54,57.22,2.05,76.64,54.63,19.3,0,0,6,6.7,2
1617,0,24,66.36,70.14,84.33,,50.39,6.76,93.24,51.21,9.5,0,1,8,8.9,2
1618,0,19,58.28,53.07,88.37,,50.92,9.98,75.64,62.94,11.8,0,1,8,4.2,3
1619,0,22,72.92,40.58,50.15,54.93,98.5,1.75,97.6,65.06,6.1,0,1,9,8.1,1
1620,0,23,53.9,59.71,78.93,73.21,54.2,8.77,90.92,89.06,25.4,0,1,1,4.5,2
1621,1,24,,72.29,46.42,,89.43,0.95,86.1,74.27,14.1,0,1,8,7.0,3
1622,0,19,63.78,88.74,89.85,67.43,66.17,0.8,53.47,53.55,28.9,0,0,4,8.5,1
1623,1,24,70.79,98.94,72.29,,86.33,7.4,96.91,79.73,28.8,1,1,6,4.2,3
1624,1,20,51.05,98.15,93.7,60.66,62.51,6.08,52.86,83.44,17.0,1,1,8,8.8,2
1625,0,18,69.41,98.23,91.88,53.72,95.73,7.27,94.12,53.01,5.4,0,1,7,7.6,2
1626,0,18,84.06,87.04,71.39,88.54,83.84,7.64,54.66,56.26,25.2,0,1,2,8.2,3
1627,1,21,54.0,51.61,75.62,85.1,60.75,9.79,59.58,59.76,21.1,1,1,8,4.5,3
1628,1,21,98.28,41.72,86.83,65.79,88.31,6.9,99.5,80.35,29.8,1,0,5,7.5,1
1629,0,22,96.61,86.16,70.52,81.35,57.77,5.65,87.69,74.5,11.5,0,1,3,7.3,1
1630,1,24,79.94,52.66,98.41,64.72,94.01,1.64,52.38,80.17,17.2,0,1,8,7.4,1
1631,0,24,83.94,65.09,48.04,,95.8,7.34,75.92,95.11,25.9,1,1,6,7.2,3
1632,1,24,51.31,83.57,84.81,70.3,57.94,0.55,54.62,50.18,12.6,0,1,7,8.4,3
1633,0,24,50.88,54.16,87.77,65.6,86.88,4.11,60.82,99.49,5.2,0,1,4,7.2,3
1634,1,22,55.26,98.31,53.83,96.66,86.9,5.26,63.77,69.96,28.9,0,1,8,5.6,3
